spec	Fold_0
nist_1425529	train
nist_1425549	train
nist_1425564	train
nist_1425632	train
nist_1425739	train
nist_1425745	train
nist_1425826	train
nist_1425837	train
nist_1425841	test
nist_1425911	train
nist_1425960	train
nist_1425963	train
nist_1426008	test
nist_1426051	val
nist_1426091	train
nist_1426156	test
nist_1426202	val
nist_1426250	val
nist_1426300	train
nist_1426330	train
nist_1426355	train
nist_1426414	test
nist_1426459	train
nist_1426496	train
nist_1426519	train
nist_1426550	train
nist_1426593	train
nist_1426613	train
nist_1426630	train
nist_1426673	train
nist_1426687	val
nist_1426706	val
nist_1426713	train
nist_1426729	train
nist_1426753	train
nist_1426785	train
nist_1426817	train
nist_1426855	train
nist_1426862	train
nist_1426916	train
nist_1426951	train
nist_1426960	train
nist_1427003	train
nist_1427023	train
nist_1427044	train
nist_1427063	train
nist_1427093	train
nist_1427113	train
nist_1427148	train
nist_1427160	val
nist_1427210	train
nist_1427259	train
nist_1427295	train
nist_1427325	train
nist_1427350	train
nist_1427372	train
nist_1427411	train
nist_1427418	train
nist_1427458	train
nist_1427464	train
nist_1427505	val
nist_1427523	train
nist_1427572	train
nist_1427637	train
nist_1427644	train
nist_1427665	train
nist_1427680	train
nist_1427731	test
nist_1427769	test
nist_1427773	val
nist_1427795	val
nist_1427830	train
nist_1427879	train
nist_1427918	train
nist_1427965	train
nist_1427985	train
nist_1428021	train
nist_1428043	train
nist_1428126	train
nist_1428159	train
nist_1428214	test
nist_1428233	test
nist_1428254	train
nist_1428284	train
nist_1428294	train
nist_1428324	train
nist_1428331	train
nist_1428347	train
nist_1428362	train
nist_1428397	train
nist_1428449	train
nist_1428523	train
nist_1428563	test
nist_1428577	test
nist_1428605	train
nist_1428637	train
nist_1428683	train
nist_1428725	train
nist_1428753	train
nist_1428758	train
nist_1428787	train
nist_1428794	train
nist_1428823	train
nist_1428829	train
nist_1428881	train
nist_1428905	train
nist_1428943	train
nist_1428963	train
nist_1429045	train
nist_1429084	train
nist_1429153	train
nist_1429206	train
nist_1429210	train
nist_1429227	train
nist_1429249	train
nist_1429254	train
nist_1429274	train
nist_1429279	train
nist_1429316	train
nist_1429347	train
nist_1429365	train
nist_1429419	train
nist_1429440	train
nist_1429454	train
nist_1429464	train
nist_1429512	train
nist_1429517	test
nist_1429544	test
nist_1429550	val
nist_1429587	val
nist_1429603	train
nist_1429635	train
nist_1429651	train
nist_1429693	train
nist_1429770	train
nist_1429826	train
nist_1429868	train
nist_1429871	val
nist_1429892	val
nist_1429927	train
nist_1429950	train
nist_1430019	train
nist_1430055	test
nist_1430088	test
nist_1430125	test
nist_1430133	train
nist_1430220	train
nist_1430244	train
nist_1430265	train
nist_1430283	train
nist_1430346	train
nist_1430382	train
nist_1430389	train
nist_1430481	train
nist_1430492	train
nist_1430513	train
nist_1430535	train
nist_1430542	train
nist_1430568	train
nist_1430585	train
nist_1430612	train
nist_1430624	train
nist_1430635	train
nist_1430649	train
nist_1430673	train
nist_1430746	train
nist_1430758	train
nist_1430814	train
nist_1430823	train
nist_1430875	test
nist_1430889	train
nist_1430972	train
nist_1431006	val
nist_1431024	train
nist_1431047	train
nist_1431089	train
nist_1431109	train
nist_1431127	val
nist_1431146	val
nist_1431157	val
nist_1431163	train
nist_1431228	train
nist_1431271	train
nist_1431312	train
nist_1431347	train
nist_1431352	val
nist_1431389	train
nist_1431456	train
nist_1431481	train
nist_1431509	train
nist_1431522	train
nist_1431540	train
nist_1431627	val
nist_1431657	val
nist_1431662	val
nist_1431680	train
nist_1431709	train
nist_1431727	train
nist_1431740	train
nist_1431754	val
nist_1431774	val
nist_1431848	train
nist_1431883	train
nist_1431898	train
nist_1431951	val
nist_1431988	val
nist_1432047	train
nist_1432067	train
nist_1432125	val
nist_1432160	train
nist_1432178	test
nist_1432214	test
nist_1432286	train
nist_1432325	val
nist_1432362	test
nist_1432381	val
nist_1432402	val
nist_1432438	val
nist_1432557	train
nist_1432573	train
nist_1432612	train
nist_1432651	train
nist_1432695	val
nist_1432728	val
nist_1432745	train
nist_1432754	train
nist_1432769	train
nist_1432788	train
nist_1432802	val
nist_1432823	val
nist_1432874	train
nist_1432884	train
nist_1432938	train
nist_1432943	train
nist_1432986	train
nist_1432996	train
nist_1433007	train
nist_1433013	train
nist_1433071	train
nist_1433076	train
nist_1433095	train
nist_1433115	train
nist_1433127	train
nist_1433148	train
nist_1433163	train
nist_1433213	train
nist_1433242	train
nist_1433264	val
nist_1433305	train
nist_1433441	train
nist_1433459	train
nist_1433487	train
nist_1433526	train
nist_1433615	val
nist_1433635	val
nist_1433714	val
nist_1433761	train
nist_1433812	train
nist_1433831	train
nist_1433880	train
nist_1433896	train
nist_1433910	train
nist_1433939	train
nist_1433960	train
nist_1433998	train
nist_1434060	train
nist_1434082	train
nist_1434141	train
nist_1434181	val
nist_1434211	train
nist_1434232	train
nist_1434254	train
nist_1434282	val
nist_1434306	test
nist_1434338	train
nist_1434444	train
nist_1434464	train
nist_1434476	train
nist_1434499	train
nist_1434507	train
nist_1434517	train
nist_1434560	train
nist_1434575	train
nist_1434608	train
nist_1434624	train
nist_1434690	train
nist_1434730	train
nist_1434780	train
nist_1434789	train
nist_1434825	train
nist_1434839	train
nist_1434858	train
nist_1434904	train
nist_1434923	train
nist_1434949	train
nist_1435000	train
nist_1435023	train
nist_1435053	train
nist_1435072	train
nist_1435118	train
nist_1435129	test
nist_1435150	test
nist_1435179	test
nist_1435188	train
nist_1435191	train
nist_1435307	train
nist_1435368	train
nist_1435398	train
nist_1435474	train
nist_1435495	train
nist_1435565	train
nist_1435598	test
nist_1435608	test
nist_1435628	test
nist_1435667	test
nist_1435719	val
nist_1435742	val
nist_1435748	train
nist_1435772	train
nist_1435822	val
nist_1435850	train
nist_1435887	train
nist_1435906	train
nist_1435927	train
nist_1435962	train
nist_1435966	train
nist_1435992	train
nist_1436030	train
nist_1436038	train
nist_1436052	train
nist_1436071	train
nist_1436081	train
nist_1436130	train
nist_1436197	train
nist_1436215	train
nist_1436259	val
nist_1436309	test
nist_1436352	train
nist_1436361	val
nist_1436409	train
nist_1436433	train
nist_1436450	train
nist_1436551	train
nist_1436575	train
nist_1436597	train
nist_1436698	train
nist_1436728	train
nist_1436735	train
nist_1436760	train
nist_1436777	train
nist_1436790	val
nist_1436808	val
nist_1436864	train
nist_1436878	train
nist_1436885	train
nist_1436908	train
nist_1436964	train
nist_1436977	train
nist_1436999	train
nist_1437018	train
nist_1437078	train
nist_1437107	train
nist_1437132	val
nist_1437157	val
nist_1437206	train
nist_1437222	train
nist_1437285	train
nist_1437353	train
nist_1437381	train
nist_1437410	train
nist_1437487	train
nist_1437506	train
nist_1437525	train
nist_1437534	train
nist_1437556	train
nist_1437596	train
nist_1437633	test
nist_1437648	test
nist_1437681	test
nist_1437685	train
nist_1437706	train
nist_1437736	train
nist_1437741	train
nist_1437828	train
nist_1437871	train
nist_1437876	train
nist_1437884	train
nist_1437896	val
nist_1437906	val
nist_1437947	val
nist_1437949	val
nist_1437957	val
nist_1438010	train
nist_1438054	test
nist_1438080	val
nist_1438116	train
nist_1438131	train
nist_1438153	train
nist_1438221	train
nist_1438278	train
nist_1438299	train
nist_1438324	train
nist_1438371	train
nist_1438412	train
nist_1438425	train
nist_1438439	train
nist_1438528	train
nist_1438558	train
nist_1438580	train
nist_1438681	train
nist_1438684	train
nist_1438701	train
nist_1438721	train
nist_1438733	train
nist_1438740	train
nist_1438759	train
nist_1438785	train
nist_1438825	train
nist_1438844	train
nist_1438859	train
nist_1438868	train
nist_1438908	train
nist_1438912	train
nist_1438940	test
nist_1438966	train
nist_1439030	test
nist_1439084	train
nist_1439130	train
nist_1439143	val
nist_1439174	train
nist_1439241	train
nist_1439249	val
nist_1439279	val
nist_1439308	train
nist_1439334	train
nist_1439362	train
nist_1439388	val
nist_1439423	val
nist_1439462	train
nist_1439484	train
nist_1439503	train
nist_1439550	train
nist_1439598	train
nist_1439608	train
nist_1439621	train
nist_1439640	train
nist_1439642	train
nist_1439657	train
nist_1439712	train
nist_1439738	train
nist_1439801	train
nist_1439808	train
nist_1439840	train
nist_1439849	val
nist_1439873	test
nist_1439888	train
nist_1439919	train
nist_1439943	train
nist_1439963	train
nist_1439996	train
nist_1440037	train
nist_1440077	train
nist_1440112	train
nist_1440149	train
nist_1440160	train
nist_1440179	train
nist_1440191	train
nist_1440223	test
nist_1440251	train
nist_1440272	train
nist_1440290	train
nist_1440312	train
nist_1440404	train
nist_1440444	train
nist_1440474	train
nist_1440508	train
nist_1440513	train
nist_1440547	train
nist_1440556	train
nist_1440603	train
nist_1440608	train
nist_1440624	train
nist_1440639	test
nist_1440666	train
nist_1440682	train
nist_1440700	train
nist_1440739	train
nist_1440749	val
nist_1440769	test
nist_1440836	train
nist_1440857	train
nist_1440887	train
nist_1440908	train
nist_1440913	train
nist_1440929	train
nist_1440958	test
nist_1440974	test
nist_1441072	train
nist_1441135	train
nist_1441153	train
nist_1441173	train
nist_1441178	train
nist_1441224	train
nist_1441242	test
nist_1441296	test
nist_1441302	test
nist_1441344	train
nist_1441364	train
nist_1441377	val
nist_1441405	train
nist_1441440	test
nist_1441474	train
nist_1441511	train
nist_1441532	train
nist_1441550	train
nist_1441581	train
nist_1441584	test
nist_1441628	test
nist_1441650	test
nist_1441712	train
nist_1441764	train
nist_1441805	train
nist_1441812	val
nist_1441841	train
nist_1441852	train
nist_1441897	train
nist_1441934	val
nist_1441946	val
nist_1441968	train
nist_1441996	train
nist_1442023	test
nist_1442030	test
nist_1442070	test
nist_1442089	train
nist_1442105	test
nist_1442121	train
nist_1442163	train
nist_1442180	train
nist_1442195	train
nist_1442202	train
nist_1442218	train
nist_1442251	train
nist_1442267	train
nist_1442292	train
nist_1442314	train
nist_1442355	train
nist_1442372	train
nist_1442465	train
nist_1442486	train
nist_1442513	val
nist_1442551	train
nist_1442586	train
nist_1442713	train
nist_1442731	train
nist_1442746	val
nist_1442762	train
nist_1442791	train
nist_1442801	train
nist_1442837	train
nist_1442855	test
nist_1442948	test
nist_1442973	train
nist_1443017	train
nist_1443055	train
nist_1443066	train
nist_1443093	train
nist_1443173	train
nist_1443214	test
nist_1443252	train
nist_1443264	train
nist_1443278	train
nist_1443287	train
nist_1443313	train
nist_1443330	train
nist_1443362	train
nist_1443377	train
nist_1443390	train
nist_1443400	train
nist_1443417	train
nist_1443453	train
nist_1443497	train
nist_1443513	train
nist_1443543	train
nist_1443586	train
nist_1443633	train
nist_1443656	train
nist_1443707	train
nist_1443764	train
nist_1443832	test
nist_1443882	train
nist_1443906	train
nist_1443929	train
nist_1443942	train
nist_1443960	val
nist_1444072	val
nist_1444148	train
nist_1444192	train
nist_1444302	train
nist_1444306	train
nist_1444319	train
nist_1444382	train
nist_1444401	train
nist_1444432	train
nist_1444465	train
nist_1444486	train
nist_1444508	train
nist_1444631	train
nist_1444777	train
nist_1444849	train
nist_1444910	val
nist_1444930	val
nist_1444960	test
nist_1444990	test
nist_1445026	train
nist_1445062	train
nist_1445075	train
nist_1445101	train
nist_1445166	train
nist_1445207	train
nist_1445280	train
nist_1445349	val
nist_1445371	val
nist_1445422	train
nist_1445458	train
nist_1445475	train
nist_1445515	val
nist_1445550	val
nist_1445668	val
nist_1445706	val
nist_1445749	train
nist_1445774	train
nist_1445799	train
nist_1445907	train
nist_1445932	train
nist_1446019	val
nist_1446045	val
nist_1446120	train
nist_1446131	train
nist_1446151	train
nist_1446209	val
nist_1446272	train
nist_1446295	train
nist_1446381	train
nist_1446402	train
nist_1446469	train
nist_1446508	train
nist_1446529	train
nist_1446551	train
nist_1446572	train
nist_1446605	train
nist_1446631	val
nist_1446655	val
nist_1446759	train
nist_1446835	val
nist_1446878	train
nist_1446918	val
nist_1446934	val
nist_1446948	val
nist_1446988	train
nist_1447006	train
nist_1447055	test
nist_1447075	test
nist_1447134	train
nist_1447140	train
nist_1447184	train
nist_1447188	train
nist_1447303	train
nist_1447383	val
nist_1447413	train
nist_1447437	train
nist_1447462	train
nist_1447478	train
nist_1447498	train
nist_1447522	train
nist_1447536	train
nist_1447643	train
nist_1447658	train
nist_1447673	train
nist_1447705	train
nist_1447732	train
nist_1447755	train
nist_1447762	train
nist_1447802	train
nist_1447811	test
nist_1447830	test
nist_1447837	train
nist_1447856	train
nist_1447864	train
nist_1447903	train
nist_1447923	train
nist_1447929	train
nist_1447945	val
nist_1447960	train
nist_1447975	train
nist_1448203	test
nist_1448239	train
nist_1448301	train
nist_1448322	test
nist_1448381	train
nist_1448480	train
nist_1448496	train
nist_1448728	train
nist_1448771	train
nist_1448816	train
nist_1448898	train
nist_1448920	train
nist_1449028	test
nist_1449074	test
nist_1449197	train
nist_1449254	train
nist_1449273	train
nist_1449381	train
nist_1449480	val
nist_1449582	train
nist_1449638	train
nist_1449658	train
nist_1449699	train
nist_1450023	test
nist_1450043	test
nist_1450061	train
nist_1450093	test
nist_1450219	train
nist_1450330	train
nist_1450350	train
nist_1450371	train
nist_1450526	train
nist_1450549	train
nist_1450853	train
nist_1450884	train
nist_1450908	train
nist_1451014	train
nist_1451119	train
nist_1451148	train
nist_1451166	train
nist_1451185	train
nist_1451241	train
nist_1451243	test
nist_1451261	test
nist_1451310	train
nist_1451320	train
nist_1451346	train
nist_1451354	train
nist_1451370	train
nist_1451425	train
nist_1451493	train
nist_1451740	train
nist_1451761	train
nist_1451805	train
nist_1451828	train
nist_1451886	train
nist_1451906	train
nist_1451924	train
nist_1451960	train
nist_1451977	train
nist_1452011	train
nist_1452117	test
nist_1452217	train
nist_1452236	train
nist_1452261	train
nist_1452358	train
nist_1452431	train
nist_1452453	train
nist_1452473	train
nist_1452645	train
nist_1452668	train
nist_1452698	test
nist_1452709	test
nist_1452766	test
nist_1452804	train
nist_1452829	train
nist_1452852	train
nist_1452866	train
nist_1452885	test
nist_1452897	train
nist_1452915	train
nist_1452924	train
nist_1452974	train
nist_1452985	train
nist_1452996	train
nist_1453026	train
nist_1453058	test
nist_1453113	train
nist_1453142	train
nist_1453194	train
nist_1453208	train
nist_1453305	train
nist_1453319	train
nist_1453347	train
nist_1453402	train
nist_1453419	train
nist_1453433	train
nist_1453519	train
nist_1453545	train
nist_1453593	test
nist_1453614	test
nist_1453632	val
nist_1453719	train
nist_1453750	val
nist_1453762	train
nist_1453779	train
nist_1453797	train
nist_1453821	train
nist_1453928	train
nist_1453949	train
nist_1454102	train
nist_1454255	train
nist_1454349	train
nist_1454380	train
nist_1454426	train
nist_1454447	train
nist_1454497	test
nist_1454518	test
nist_1454536	train
nist_1454576	val
nist_1454599	val
nist_1454654	test
nist_1454680	test
nist_1454702	test
nist_1454821	train
nist_1454844	train
nist_1454907	train
nist_1454916	train
nist_1455253	train
nist_1455287	train
nist_1455628	train
nist_1455640	train
nist_1455685	train
nist_1455707	train
nist_1455862	train
nist_1455879	test
nist_1455899	test
nist_1455930	train
nist_1455943	test
nist_1455954	test
nist_1455976	train
nist_1455993	val
nist_1456008	val
nist_1456038	train
nist_1456065	train
nist_1456091	train
nist_1456128	train
nist_1456657	val
nist_1456706	train
nist_1456714	train
nist_1456731	train
nist_1456749	train
nist_1456775	train
nist_1456786	train
nist_1457018	train
nist_1457046	train
nist_1457115	train
nist_1457124	train
